type,hand_id,hand_position_x,hand_position_y,hand_position_z,hand_stabilized_x,hand_stabilized_y,hand_stabilized_z,hand_direction_x,hand_direction_y,hand_direction_z,hand_dynamics_x,hand_dynamics_y,hand_dynamics_z,hand_roll,hand_pitch,hand_yaw,hand_is_left,hand_is_right,hand_grab,hand_pinch,hand_time,sphere_position_x,sphere_position_y,sphere_position_z,sphere_radius,outstretched_fingers_num,outstretched_fingers_by_angle_num,thumb_is_outstretched,index_is_outstretched,middle_is_outstretched,ring_is_outstretched,pinky_is_outstretched,thumb_is_outstretched_by_angle,index_is_outstretched_by_angle,middle_is_outstretched_by_angle,ring_is_outstretched_by_angle,pinky_is_outstretched_by_angle,arm_width,arm_wrist_pos_x,arm_wrist_pos_y,arm_wrist_pos_z,arm_elbow_pos_x,arm_elbow_pos_y,arm_elbow_pos_z,thumb_finger_id,thumb_finger_position_x,thumb_finger_position_y,thumb_finger_position_z,thumb_finger_stabilized_x,thumb_finger_stabilized_y,thumb_finger_stabilized_z,thumb_finger_velocity_x,thumb_finger_velocity_y,thumb_finger_velocity_z,thumb_finger_direction_x,thumb_finger_direction_y,thumb_finger_direction_z,thumb_finger_time,thumb_raw_position_of_joint_dip_x,thumb_raw_position_of_joint_dip_y,thumb_raw_position_of_joint_dip_z,thumb_raw_position_of_joint_mcp_x,thumb_raw_position_of_joint_mcp_y,thumb_raw_position_of_joint_mcp_z,thumb_raw_position_of_joint_pip_x,thumb_raw_position_of_joint_pip_y,thumb_raw_position_of_joint_pip_z,thumb_raw_position_of_joint_tip_x,thumb_raw_position_of_joint_tip_y,thumb_raw_position_of_joint_tip_z,thumb_position_of_joint_dip_x,thumb_position_of_joint_dip_y,thumb_position_of_joint_dip_z,thumb_position_of_joint_mcp_x,thumb_position_of_joint_mcp_y,thumb_position_of_joint_mcp_z,thumb_position_of_joint_pip_x,thumb_position_of_joint_pip_y,thumb_position_of_joint_pip_z,thumb_position_of_joint_tip_x,thumb_position_of_joint_tip_y,thumb_position_of_joint_tip_z,index_finger_id,index_finger_position_x,index_finger_position_y,index_finger_position_z,index_finger_stabilized_x,index_finger_stabilized_y,index_finger_stabilized_z,index_finger_velocity_x,index_finger_velocity_y,index_finger_velocity_z,index_finger_direction_x,index_finger_direction_y,index_finger_direction_z,index_finger_time,index_raw_position_of_joint_dip_x,index_raw_position_of_joint_dip_y,index_raw_position_of_joint_dip_z,index_raw_position_of_joint_mcp_x,index_raw_position_of_joint_mcp_y,index_raw_position_of_joint_mcp_z,index_raw_position_of_joint_pip_x,index_raw_position_of_joint_pip_y,index_raw_position_of_joint_pip_z,index_raw_position_of_joint_tip_x,index_raw_position_of_joint_tip_y,index_raw_position_of_joint_tip_z,index_position_of_joint_dip_x,index_position_of_joint_dip_y,index_position_of_joint_dip_z,index_position_of_joint_mcp_x,index_position_of_joint_mcp_y,index_position_of_joint_mcp_z,index_position_of_joint_pip_x,index_position_of_joint_pip_y,index_position_of_joint_pip_z,index_position_of_joint_tip_x,index_position_of_joint_tip_y,index_position_of_joint_tip_z,middle_finger_id,middle_finger_position_x,middle_finger_position_y,middle_finger_position_z,middle_finger_stabilized_x,middle_finger_stabilized_y,middle_finger_stabilized_z,middle_finger_velocity_x,middle_finger_velocity_y,middle_finger_velocity_z,middle_finger_direction_x,middle_finger_direction_y,middle_finger_direction_z,middle_finger_time,middle_raw_position_of_joint_dip_x,middle_raw_position_of_joint_dip_y,middle_raw_position_of_joint_dip_z,middle_raw_position_of_joint_mcp_x,middle_raw_position_of_joint_mcp_y,middle_raw_position_of_joint_mcp_z,middle_raw_position_of_joint_pip_x,middle_raw_position_of_joint_pip_y,middle_raw_position_of_joint_pip_z,middle_raw_position_of_joint_tip_x,middle_raw_position_of_joint_tip_y,middle_raw_position_of_joint_tip_z,middle_position_of_joint_dip_x,middle_position_of_joint_dip_y,middle_position_of_joint_dip_z,middle_position_of_joint_mcp_x,middle_position_of_joint_mcp_y,middle_position_of_joint_mcp_z,middle_position_of_joint_pip_x,middle_position_of_joint_pip_y,middle_position_of_joint_pip_z,middle_position_of_joint_tip_x,middle_position_of_joint_tip_y,middle_position_of_joint_tip_z,ring_finger_id,ring_finger_position_x,ring_finger_position_y,ring_finger_position_z,ring_finger_stabilized_x,ring_finger_stabilized_y,ring_finger_stabilized_z,ring_finger_velocity_x,ring_finger_velocity_y,ring_finger_velocity_z,ring_finger_direction_x,ring_finger_direction_y,ring_finger_direction_z,ring_finger_time,ring_raw_position_of_joint_dip_x,ring_raw_position_of_joint_dip_y,ring_raw_position_of_joint_dip_z,ring_raw_position_of_joint_mcp_x,ring_raw_position_of_joint_mcp_y,ring_raw_position_of_joint_mcp_z,ring_raw_position_of_joint_pip_x,ring_raw_position_of_joint_pip_y,ring_raw_position_of_joint_pip_z,ring_raw_position_of_joint_tip_x,ring_raw_position_of_joint_tip_y,ring_raw_position_of_joint_tip_z,ring_position_of_joint_dip_x,ring_position_of_joint_dip_y,ring_position_of_joint_dip_z,ring_position_of_joint_mcp_x,ring_position_of_joint_mcp_y,ring_position_of_joint_mcp_z,ring_position_of_joint_pip_x,ring_position_of_joint_pip_y,ring_position_of_joint_pip_z,ring_position_of_joint_tip_x,ring_position_of_joint_tip_y,ring_position_of_joint_tip_z,pinky_finger_id,pinky_finger_position_x,pinky_finger_position_y,pinky_finger_position_z,pinky_finger_stabilized_x,pinky_finger_stabilized_y,pinky_finger_stabilized_z,pinky_finger_velocity_x,pinky_finger_velocity_y,pinky_finger_velocity_z,pinky_finger_direction_x,pinky_finger_direction_y,pinky_finger_direction_z,pinky_finger_time,pinky_raw_position_of_joint_dip_x,pinky_raw_position_of_joint_dip_y,pinky_raw_position_of_joint_dip_z,pinky_raw_position_of_joint_mcp_x,pinky_raw_position_of_joint_mcp_y,pinky_raw_position_of_joint_mcp_z,pinky_raw_position_of_joint_pip_x,pinky_raw_position_of_joint_pip_y,pinky_raw_position_of_joint_pip_z,pinky_raw_position_of_joint_tip_x,pinky_raw_position_of_joint_tip_y,pinky_raw_position_of_joint_tip_z,pinky_position_of_joint_dip_x,pinky_position_of_joint_dip_y,pinky_position_of_joint_dip_z,pinky_position_of_joint_mcp_x,pinky_position_of_joint_mcp_y,pinky_position_of_joint_mcp_z,pinky_position_of_joint_pip_x,pinky_position_of_joint_pip_y,pinky_position_of_joint_pip_z,pinky_position_of_joint_tip_x,pinky_position_of_joint_tip_y,pinky_position_of_joint_tip_z
0,374,396.2843,331.4872,42.086334,385.9227,327.06708,41.46956,179.69435,40.625763,0.26221013,20.791506,40.625763,0.26221013,20.791506,40.625763,0.26221013,0,1,0.0,0.0,10.519637,428.9458,174.86581,25.995155,168.28207,5,5,1,1,1,1,1,1,1,1,1,1,62.854053,412.7235,364.65955,31.645987,646.2379,430.32162,-25.901985,3740,205.62465,322.3614,44.05552,205.17145,322.76535,44.157658,392.9045,555.45483,57.98969,-0.72684693,-0.445306,-0.5228729,10.519637,-84.48455,168.43523,32.03199,-23.62024,131.34601,74.29946,-60.039055,153.45859,49.61738,-101.35647,178.743,20.11432,231.0309,331.56476,41.992004,352.75952,368.654,31.425135,279.92188,346.5414,37.595657,197.28706,321.25702,44.97142,3741,322.8815,245.97177,56.925056,323.21484,244.6521,56.856277,403.41956,506.9806,49.47513,-0.17527682,-0.77879393,-0.60229397,10.519637,-35.886475,244.14398,-19.768688,-24.913912,191.36269,18.658457,-31.707537,225.57603,-5.408839,-39.059296,256.81723,-30.415705,328.22705,255.85602,54.942173,350.17218,308.63733,45.335384,336.58493,274.42395,51.35221,321.8814,243.18277,57.603928,3742,358.4273,240.22421,58.870827,359.52335,239.15277,58.97924,389.6122,506.23065,49.312935,-0.20894492,-0.77806723,-0.5924132,10.519637,-17.61847,249.1548,-26.530884,-3.4476855,188.37714,16.051205,-11.757574,227.33005,-9.913723,-22.034882,262.84268,-38.22462,364.76306,250.8452,56.63272,393.1046,311.62286,45.987198,376.48486,272.66995,52.47843,355.93024,237.15732,59.556156,3743,511.43997,272.66833,60.639374,509.6615,274.24554,61.327717,406.39883,483.79834,45.25052,0.44279185,-0.5455871,-0.7115266,10.519637,49.872215,220.30461,-31.694822,17.246252,179.65994,17.05143,37.772694,205.39615,-12.25198,57.62752,229.6948,-45.52768,499.74445,279.69537,57.923706,434.4925,320.34006,45.737144,475.54538,294.60385,53.062996,515.25507,270.3052,61.38192,3744,525.56726,293.31195,57.30274,523.8151,294.45703,57.7701,413.0981,483.53146,45.21667,0.4106181,-0.5796543,-0.70384204,10.519637,57.93361,199.91968,-19.076359,34.353962,167.27345,17.101614,50.011555,188.7364,-5.4971347,64.30634,209.19135,-31.824352,515.8672,300.08032,54.76909,468.70792,332.72656,45.724598,500.02313,311.2636,51.374283,528.6127,290.80865,57.95609
1,374,452.0729,375.21655,48.540825,456.14413,368.2959,46.339638,-165.30333,32.746365,-9.574661,-2.494587,32.746365,-9.574661,-2.494587,32.746365,-9.574661,0,1,0.0,0.0,19.885824,486.08588,269.8766,44.08785,102.08369,5,5,1,1,1,1,1,1,1,1,1,1,62.854053,481.6053,399.36993,37.055637,655.87415,445.39963,-24.801521,3740,312.55386,362.55316,53.144524,305.6447,362.6543,52.45066,413.0495,493.9484,49.548702,-0.45246798,-0.49137858,-0.7441907,19.885824,-33.42515,128.43486,-1.2602476,13.8426695,86.89107,51.542603,-18.207638,111.90869,23.768557,-46.730778,140.11118,-16.078022,333.1497,371.56512,50.315063,427.68533,413.10895,37.11435,363.58472,388.0913,44.05786,306.53845,359.88882,54.019505,3741,364.63214,304.4413,65.43303,364.36008,299.54938,64.145195,405.43524,502.42578,50.04236,-0.20571539,-0.70540166,-0.6782991,19.885824,-15.5255575,187.212,-52.075336,-1.939546,137.13521,-11.11555,-10.620906,170.39388,-35.903378,-18.959259,197.69344,-64.818436,368.94888,312.788,63.018837,396.1209,362.8648,52.77889,378.75818,329.60614,58.975845,362.08148,302.30658,66.204605,3742,448.1241,290.5734,67.532936,443.447,286.08395,66.452705,405.60385,506.27533,50.93117,0.044623345,-0.7271633,-0.68501264,19.885824,23.242939,199.82993,-59.679264,19.461912,141.30176,-12.17742,21.991257,179.43303,-40.46469,23.91061,211.83875,-73.78419,446.48587,300.17007,64.919815,438.92383,358.69824,53.044353,443.9825,320.56696,60.116173,447.82123,288.16125,68.446045,3743,485.98535,296.00867,66.40223,481.4073,291.7013,65.516205,403.81174,501.23007,49.083843,0.0050338423,-0.7164979,-0.6975711,19.885824,42.918217,194.63269,-55.005756,41.6853,140.19917,-8.99397,42.780663,175.05402,-35.944252,42.67137,206.41074,-69.17914,485.83643,305.3673,63.751442,483.3706,359.80084,52.248493,485.56134,324.94598,58.98606,485.34274,293.58926,67.294785,3744,530.4961,316.2426,62.862854,525.3572,311.65225,61.654045,404.98087,501.67883,48.820557,0.0308272,-0.7027449,-0.7107737,19.885824,65.08652,175.5388,-41.33146,61.827816,134.35968,-6.487909,64.49177,161.98074,-27.618502,64.899315,185.89629,-54.813828,530.17303,324.46118,60.332863,523.65564,365.64032,51.62198,528.9835,338.01926,56.904625,529.79865,314.1037,63.703457
2,374,456.38348,353.09396,45.43008,454.35336,360.18048,45.428055,158.51884,36.288338,16.116833,27.012482,36.288338,16.116833,27.012482,36.288338,16.116833,0,1,1.0,1.0,23.37218,427.58844,371.9867,54.461254,35.46546,0,0,0,0,0,0,0,0,0,0,0,0,62.854053,448.8877,383.97397,34.406364,718.2457,393.21002,-22.989365,3740,376.13635,375.55832,54.278744,370.46286,374.97888,54.164207,408.1439,502.7639,48.889893,0.08428647,0.036003936,-0.9957909,23.37218,-26.357292,133.79625,-13.648265,-5.606289,118.44143,59.764732,-29.192036,135.00714,19.842419,-7.425179,121.235344,-17.739872,347.2854,366.20374,53.412067,388.7874,381.55856,35.058815,341.61594,364.99286,45.039394,385.14963,378.76465,54.434967,3741,379.27396,384.69916,52.890636,374.05585,386.5909,52.78052,402.74368,506.16226,49.317,-0.26719463,0.91464734,0.30335993,23.37218,-8.866026,123.90467,-20.289598,12.171115,172.99919,1.3951365,-2.495591,145.71162,-27.522284,-10.8769245,112.169945,-8.361064,382.26794,376.09534,55.0724,424.34222,327.0008,49.651215,395.00882,354.2884,56.88057,378.24615,387.83005,52.090267,3742,389.8209,395.2298,52.511147,386.07983,395.84283,52.464355,394.4439,508.21237,51.427525,-0.42023686,0.8462319,0.3275555,23.37218,-2.0257595,113.745895,-20.136557,32.640972,165.41956,1.6050943,9.761865,137.48267,-29.324474,-6.261852,101.51045,-6.8717327,395.9485,386.2541,55.034138,465.28195,334.58044,49.59873,419.52374,362.51733,57.33112,387.4763,398.48956,51.717934,3743,414.13303,400.55472,52.182297,413.3795,401.38126,51.417057,390.00192,511.1669,54.413445,-0.5888325,0.77345425,0.2346163,23.37218,12.945393,108.00987,-18.291405,50.730423,152.68626,5.5880885,29.035555,129.14493,-24.702421,4.8569326,96.30453,-6.576896,425.89078,391.9901,54.572853,501.46085,347.31372,48.602978,458.0711,370.85507,56.175606,409.71387,403.69547,51.644226,3744,445.28094,395.71515,50.76587,448.36874,400.14557,50.53849,386.09076,504.36017,53.833164,-0.76970494,0.59500015,0.23136361,23.37218,30.255241,110.29262,-11.67646,64.652405,137.04948,8.375632,45.105156,121.77195,-16.140158,19.779016,102.23573,-0.9796302,460.51047,389.7074,52.919113,529.3048,362.9505,47.906094,490.21033,378.22806,54.035038,439.55804,397.76428,50.244907
3,376,413.6115,324.8966,39.334972,407.08844,322.05838,40.705708,176.95566,35.755093,2.1930075,7.5445504,35.755093,2.1930075,7.5445504,35.755093,2.1930075,0,1,0.0,1.0,2.931272,278.36542,314.27817,47.240204,79.513054,2,2,0,1,1,0,0,0,1,1,0,0,62.854053,426.15637,353.36255,27.981764,662.8281,415.2041,-29.629166,3760,400.82532,356.0594,50.90285,393.52057,353.93463,50.870663,403.77307,501.0874,49.53627,0.17858651,-0.05228341,-0.9825341,2.931272,-14.713234,148.46573,4.17747,-16.109154,139.03224,85.64068,-20.7195,146.70732,37.222298,5.1230755,142.14442,-5.797717,370.57355,351.53427,48.95563,367.78168,360.96777,28.58983,358.561,353.29266,40.694427,410.24615,357.8556,51.44943,3761,300.26575,272.90018,59.712242,296.90912,265.43353,59.467102,400.2355,499.05548,50.382526,-0.4224862,-0.39293647,-0.8167658,2.931272,-44.557507,221.93034,-28.259409,-16.743906,193.80508,24.820215,-34.484623,212.56198,-8.786139,-51.714233,227.86963,-42.31443,310.88498,278.06964,57.064854,366.51218,306.19492,43.794945,331.03076,287.43802,52.196533,296.57153,272.13037,60.578606,3762,386.89426,262.04614,62.971527,384.38205,254.80138,62.992737,398.341,497.83725,49.913376,-0.13773705,-0.4759999,-0.8685923,2.931272,-4.8155265,231.03485,-39.574738,5.0768948,193.31158,25.16552,-0.9520087,217.68307,-15.210764,-7.529405,239.29709,-55.944725,390.36896,268.96515,59.893684,410.15378,306.68842,43.70862,398.09598,282.31693,53.802692,384.9412,260.7029,63.98618,3763,406.15683,372.28738,48.196625,399.77362,373.11127,48.923367,401.6442,496.3716,50.405872,-0.35832298,0.92099655,0.1528727,2.931272,7.0489407,137.98666,-1.9055582,26.30374,187.3402,29.523558,16.840307,163.15338,-6.082886,2.0076737,124.99486,10.155398,414.09787,362.01334,50.47639,452.60748,312.6598,42.61911,433.6806,336.84662,51.52072,404.01535,375.00513,47.46115,3764,434.6059,364.29147,46.22927,429.29706,363.92087,47.12606,401.8479,496.3994,50.277176,-0.57804745,0.8043763,0.13725862,2.931272,23.807089,143.87563,7.0906076,44.540638,177.21857,32.85061,34.95936,159.39445,4.442477,15.489134,133.57294,17.756128,447.61417,356.1244,48.22735,489.08127,322.78143,41.787346,469.9187,340.60553,48.88938,430.97827,366.42706,45.560966
4,376,456.58337,305.30255,42.436287,450.92987,296.52142,39.36798,-157.6117,46.164536,-23.22061,45.434776,46.164536,-23.22061,45.434776,46.164536,-23.22061,0,1,0.025612857,0.50729865,10.918613,304.1271,347.17584,48.587955,87.18696,4,5,0,1,1,1,1,1,1,1,1,1,62.854053,503.0309,341.8167,34.376545,607.6688,448.65753,-25.194748,3760,389.89035,315.91064,53.090736,389.7391,311.55893,51.801533,390.49722,510.209,54.58251,-0.17954393,-0.10800438,-0.9778032,10.918613,0.6371165,179.60686,3.9200625,25.827845,158.07626,78.48728,6.675582,175.97444,36.80578,-6.044264,185.15324,-17.470106,401.27423,320.39313,49.019985,451.6557,341.92374,30.37818,413.35117,324.02557,40.798553,387.91147,314.84674,54.367527,3761,319.27985,268.17194,58.299324,316.07056,263.43787,56.223396,400.1909,501.95023,54.598236,-0.5893108,-0.10622483,-0.80089265,10.918613,-32.682323,230.65408,-22.841251,5.3951035,221.12299,30.453861,-18.632019,228.12148,-3.7464278,-42.846756,231.76755,-36.23834,334.63535,269.34592,55.71031,410.79022,278.877,42.386536,362.73596,271.87854,50.936607,314.3065,268.23245,59.059586,3762,349.11804,271.87714,64.46392,342.14343,264.81973,61.393463,395.7624,506.14102,55.971043,-0.5276708,-0.13610774,-0.83847374,10.918613,-17.078003,227.16615,-46.305264,21.952507,215.53937,17.370068,-2.2768626,223.34834,-22.786116,-27.084398,229.32646,-61.75879,365.844,272.83386,61.576317,443.90503,284.46063,45.657482,395.4463,276.65167,55.69653,345.8312,270.67352,65.4397,3763,355.22653,292.2925,62.899666,339.84308,277.79315,57.077118,359.20145,595.17346,53.586864,-0.7251414,-0.009464232,-0.6885349,10.918613,-11.756864,207.36554,-42.36167,38.839924,204.15834,7.856053,8.058012,207.10692,-23.547087,-25.401201,206.86923,-54.741245,376.48627,292.63446,60.590416,477.67984,295.84167,48.035988,416.11603,292.89307,55.886772,349.1976,293.13077,63.68531,3764,416.67877,304.98438,62.90158,414.0201,296.71982,60.20943,377.1305,511.39578,56.309177,-0.65314066,-0.070515074,-0.75394624,10.918613,17.781635,195.21947,-42.477364,51.66465,189.67273,-0.617116,30.382677,193.85902,-27.931479,6.2364736,195.8732,-54.942062,435.56326,304.78052,60.61934,503.32928,310.32727,50.154278,460.76535,306.141,56.98287,412.47296,304.1268,63.735516
0,378,408.10956,311.22363,35.826935,402.83002,313.31384,34.722794,-165.31374,14.45868,-3.8661203,11.708973,14.45868,-3.8661203,11.708973,14.45868,-3.8661203,0,1,0.0,0.0,3.278123,399.25333,175.17624,38.680397,133.2302,5,5,1,1,1,1,1,1,1,1,1,1,62.854053,431.458,321.7564,22.921625,637.44336,412.6247,-34.124153,3780,214.28322,311.08185,36.716404,212.03279,315.14648,35.092003,396.77774,495.80325,49.574215,-0.74089617,-0.12045757,-0.66072905,3.278123,-77.62221,184.42618,61.14789,-13.659585,172.19331,112.23283,-52.704205,180.37491,83.36969,-97.4993,189.9205,50.77214,244.75558,315.57382,34.713028,372.68085,327.8067,21.941793,294.59158,319.6251,29.157578,205.0014,310.0795,37.306965,3781,332.61774,256.99756,57.494522,331.04593,256.69095,57.255383,402.22278,502.56165,50.716476,-0.16263488,-0.5056384,-0.8472778,3.278123,-31.534399,236.54381,-18.979012,-21.290913,201.28575,36.107998,-27.65687,224.4884,1.2217236,-34.461662,244.39839,-33.60002,336.9312,263.45618,54.74475,357.41818,298.71423,40.973,344.68625,275.5116,49.69457,331.07666,255.60161,58.400005,3782,361.89035,250.95819,59.54355,360.4399,252.42018,59.497852,402.1047,500.1361,50.26938,-0.23167734,-0.52461505,-0.81920975,3.278123,-15.503693,242.05037,-26.309906,0.3723784,199.52817,34.07753,-9.005154,227.33495,-3.3311098,-20.362736,250.69865,-41.96887,368.9926,257.94965,56.577477,400.74475,300.47183,41.480618,381.9897,272.66504,50.83278,359.27454,249.30135,60.492218,3783,517.0698,273.1499,58.038773,514.8141,273.06158,58.00949,400.59613,502.00168,50.306637,0.42370847,-0.3593866,-0.831452,3.278123,52.711052,221.97134,-20.218267,21.874609,194.15794,37.82504,41.13299,212.15091,2.501601,60.26832,227.7362,-36.00821,505.42212,278.02866,55.054565,443.7492,305.84204,40.54374,482.266,287.8491,49.3746,520.5366,272.2638,59.002052,3784,533.08905,286.06628,52.994034,530.2718,287.09418,53.046055,404.27975,501.80347,50.062927,0.38604668,-0.414193,-0.8242646,3.278123,62.002224,208.78581,-0.8592775,40.201138,184.74924,42.48503,54.554226,200.79478,15.043258,68.140305,215.07954,-15.412619,524.00446,291.21417,50.21482,480.40228,315.25076,39.378742,509.10846,299.2052,46.239185,536.28064,284.92047,53.853153
1,378,385.85883,282.27405,32.689247,377.27814,279.40594,32.075127,-166.53206,42.594,-12.416882,25.808384,42.594,-12.416882,25.808384,42.594,-12.416882,0,1,0.0,0.0,8.178062,446.4118,100.882355,13.304642,197.70271,5,5,1,1,1,1,1,1,1,1,1,1,62.854053,419.77042,315.9735,23.042921,638.30774,425.47812,-31.156456,3780,218.79036,274.5334,34.64058,209.33936,273.48633,33.886517,404.44678,505.98965,51.18005,-0.6389254,-0.44044414,-0.63070065,8.178062,-77.77318,217.10568,70.510345,-19.258253,178.55428,113.85904,-56.284687,202.29256,91.72223,-94.192245,227.91566,58.40658,244.45364,282.89432,32.372414,361.4835,321.44574,21.535242,287.4306,297.70746,27.069443,211.61551,272.08435,35.398354,3781,326.8446,207.4701,49.398727,316.95145,201.64737,47.955208,398.10736,503.5908,50.53449,-0.05008056,-0.65373594,-0.7550637,8.178062,-35.685493,284.5536,12.609496,-33.04885,239.72137,61.24725,-34.491474,268.96725,30.611671,-36.758934,295.02417,-0.5530211,328.62903,215.44641,46.847626,333.90228,260.27863,34.688187,331.01706,231.03275,42.347084,326.48212,204.97583,50.138256,3782,365.2397,207.04309,53.96805,356.05176,200.82367,52.709663,398.17267,505.91882,51.0309,-0.066533126,-0.5982401,-0.79855007,8.178062,-15.898011,285.21426,-3.9576008,-12.277339,237.84862,54.80154,-14.03176,268.43365,18.44169,-17.59237,295.5618,-19.243673,368.20398,214.78574,50.9894,375.4453,262.15137,36.299614,371.9365,231.56635,45.389576,364.81525,204.4382,54.810917,3783,394.61093,213.6199,52.86872,387.7139,207.79553,51.76794,397.04932,504.8543,50.87258,-0.14814857,-0.6369123,-0.7565677,8.178062,-0.18958296,277.78217,-0.5112361,8.627336,230.13054,51.85964,3.8586557,260.3782,20.16238,-3.5292087,288.70325,-14.976534,399.62082,222.21783,50.127808,417.25467,269.86945,37.035088,407.71732,239.6218,44.959404,392.9416,211.29675,53.744133,3784,433.72394,234.72403,49.714176,426.62787,228.74255,48.7683,397.5039,503.1833,50.48792,-0.15724026,-0.67631733,-0.71963215,8.178062,19.571623,257.07843,10.991508,25.998562,218.59578,48.49941,22.605259,244.03026,24.87537,16.069462,267.76022,-1.7647108,439.14325,242.92157,47.252125,451.99713,281.40424,37.87515,445.2105,255.96974,43.78116,432.13892,232.23978,50.441177
2,378,394.21057,263.37958,25.964169,379.049,268.6311,27.379425,175.79782,80.36153,23.394989,76.26433,80.36153,23.394989,76.26433,80.36153,23.394989,0,1,1.0,1.0,12.176101,358.0318,253.43028,35.103752,33.665325,0,0,0,0,0,0,0,0,0,0,0,0,62.854053,403.74783,316.3328,23.65661,643.7668,402.70776,-31.722282,3780,312.94003,256.9547,36.613495,308.90503,261.75513,36.331066,405.8061,488.38586,49.97076,0.0037573832,-0.6417865,-0.76687413,12.176101,-54.851368,242.54344,67.07128,-28.123087,183.10751,109.31337,-54.977737,220.95872,92.86298,-40.071877,244.1838,49.412903,290.29727,257.45654,33.232178,343.7538,316.8925,22.671658,290.04453,279.04126,26.784254,319.85626,255.8162,37.646774,3781,314.96887,270.84296,34.23198,314.8272,271.16006,34.115417,406.98856,498.78067,50.064503,-0.097043484,0.95074576,-0.29438922,12.176101,-44.57318,241.4437,60.890488,-21.86553,264.60785,105.0547,-42.25948,264.1113,67.909294,-41.621586,225.19273,64.24187,310.85364,258.5563,34.777378,356.26895,235.39215,23.736324,315.48105,235.8887,33.022675,316.75684,274.80725,33.939533,3782,330.56158,272.8795,34.671555,329.0114,273.61127,34.668903,409.67044,497.65082,49.807983,-0.27559742,0.9562986,-0.097668365,12.176101,-36.139767,240.19739,55.328068,-1.7269729,261.8858,97.083565,-28.409271,267.0215,58.06766,-33.75871,223.79683,63.632187,327.72046,259.8026,36.167984,396.54605,238.1142,25.729109,343.18146,232.97849,35.483086,332.48257,276.2032,34.091953,3783,359.1461,279.41492,35.206753,355.3273,280.1576,35.57818,415.27533,505.9259,47.17976,-0.42257336,0.90632784,-0.0012820945,12.176101,-19.957607,232.73007,52.552708,16.799723,252.57901,88.40173,-8.410565,257.49597,52.58774,-19.984982,216.95146,62.076504,360.08478,267.26993,36.861824,433.59946,247.42099,27.899567,383.17886,242.50403,36.853065,360.03003,283.04852,34.480873,3784,388.10144,275.59457,34.945717,383.61545,277.5297,35.356205,412.55,499.38992,49.05324,-0.6842835,0.7147952,0.1443053,12.176101,-2.5919123,234.35628,52.68459,31.00949,241.48572,77.396164,10.609967,248.14682,49.90051,-6.439514,221.67787,63.340145,394.81616,265.64374,36.828854,462.01898,258.51428,30.650959,421.21994,251.85318,37.52487,387.12097,278.32214,34.164963
3,378,352.97165,294.8393,32.23448,351.07233,300.98557,32.76068,-129.03839,24.230602,-29.031013,17.49539,24.230602,-29.031013,17.49539,24.230602,-29.031013,0,1,0.0,0.7116031,14.959848,269.73785,286.76447,36.009678,59.88943,2,2,0,1,1,0,0,0,1,1,0,0,62.854053,416.24252,311.33044,22.112665,645.4822,380.41373,-35.45352,3780,326.16092,339.97754,40.45169,325.49136,341.71454,40.835293,403.65884,495.186,46.914104,-0.06328768,0.27326712,-0.959854,14.959848,-45.593487,166.9601,52.674698,-17.17253,181.03603,126.300934,-43.464977,176.15068,84.95675,-35.576267,158.28725,33.770218,308.81302,333.03992,36.831326,365.65494,318.964,18.424767,313.07004,323.8493,28.760813,328.84747,341.71277,41.557446,3781,170.53838,253.81996,44.88068,171.05704,254.05571,45.153275,404.32214,490.9257,48.840115,-0.7620146,-0.32671434,-0.55909884,14.959848,-104.41715,243.69707,28.089483,-54.86232,219.16931,64.45493,-86.24925,235.90758,41.419476,-117.509766,248.21187,18.485458,191.16568,256.30292,42.97763,290.27536,280.8307,33.88627,227.5015,264.0924,39.64513,164.98045,251.78813,45.378635,3782,282.66867,250.53954,56.8947,286.42584,255.17389,57.61948,391.68616,494.29868,48.775726,-0.26489228,-0.33123624,-0.9056018,14.959848,-54.73431,246.3378,-14.155217,-35.96711,218.5249,53.5432,-47.304096,237.04665,11.246871,-60.051434,251.52078,-31.139658,290.53137,253.6622,53.538803,328.0658,281.4751,36.614197,305.3918,262.95337,47.188282,279.89713,248.47922,57.784912,3783,348.5301,337.90695,32.102787,342.04227,343.6792,32.490833,392.46344,496.74734,52.48692,0.15302859,0.54947007,0.8213799,14.959848,-32.122772,161.79791,58.318752,-14.909268,213.56516,47.444252,-36.30436,176.81248,35.87411,-24.147924,161.96758,74.933235,335.75446,338.2021,35.42031,370.18146,286.43484,38.13894,327.3913,323.1875,41.03147,351.70416,338.0324,31.266691,3784,374.48117,331.77698,34.176865,368.58563,337.84412,34.716187,394.5627,491.0182,49.952892,-0.008402882,0.50307214,0.8642036,14.959848,-17.581453,168.2263,50.79448,3.5604637,204.36375,42.938213,-17.419336,177.93208,34.1214,-11.606668,168.1445,66.712456,364.8371,331.77368,37.30138,407.12094,295.63623,39.265446,365.16132,322.06793,41.46965,376.78665,331.8555,33.321884
